buscoID	query_chr	position	assigned_alg	status
62660at7147	OZ287663.1	104921663.5	db5	assigned
62676at7147	OZ287662.1	116641898.0	db2a	assigned
62681at7147	OZ287661.1	104061620.0	db4a	assigned
62682at7147	OZ287664.1	83081342.5	db1b	assigned
62696at7147	OZ287660.1	94596478.0	db2a	assigned
62725at7147	OZ287662.1	98640058.5	db2a	assigned
62727at7147	OZ287660.1	161403567.0	db5	assigned
62737at7147	OZ287663.1	100105483.0	db2a	assigned
62751at7147	OZ287662.1	119241951.0	db2a	assigned
62767at7147	OZ287664.1	90518187.0	db5	assigned
62792at7147	OZ287664.1	106411431.5	db1b	assigned
62799at7147	OZ287663.1	73894253.0	db5	assigned
62818at7147	OZ287664.1	85671623.0	db1b	assigned
62838at7147	OZ287662.1	33993039.0	db1a	assigned
62860at7147	OZ287660.1	159716230.5	db3a	assigned
62879at7147	OZ287661.1	111696730.5	db4b	assigned
62907at7147	OZ287661.1	119131264.0	db4b	assigned
62910at7147	OZ287665.1	2899282.5	db6	assigned
62912at7147	OZ287660.1	81730839.5	db3a	assigned
62916at7147	OZ287660.1	23120145.5	db4a	assigned
62957at7147	OZ287664.1	89746079.5	db3a	assigned
62969at7147	OZ287664.1	81186935.5	db1b	assigned
62991at7147	OZ287664.1	14820421.5	db2b	assigned
63007at7147	OZ287663.1	11850496.0	db5	assigned
63014at7147	OZ287660.1	35326861.5	db3a	assigned
63017at7147	OZ287661.1	107914362.0	db4b	assigned
63030at7147	OZ287660.1	103879441.5	db3a	assigned
63036at7147	OZ287660.1	144973887.5	db3a	assigned
63074at7147	OZ287662.1	117234085.5	db2a	assigned
63096at7147	OZ287660.1	153995406.5	db3a	assigned
63127at7147	OZ287663.1	15582765.5	db5	assigned
63137at7147	OZ287663.1	92080701.0	db5	assigned
63138at7147	OZ287664.1	18139263.0	db3a	assigned
63142at7147	OZ287660.1	30441698.0	db3a	assigned
63148at7147	OZ287663.1	107205999.0	db5	assigned
63177at7147	OZ287660.1	138027258.5	db3a	assigned
63187at7147	OZ287661.1	114267095.5	db4b	assigned
63203at7147	OZ287663.1	108220024.5	db5	assigned
63210at7147	OZ287663.1	91637621.0	db5	assigned
63215at7147	OZ287663.1	16527635.0	db5	assigned
63216at7147	OZ287662.1	27268857.0	db1a	assigned
63216at7147	OZ287662.1	27354271.0	db1a	assigned
63216at7147	OZ287662.1	27262415.0	db1a	assigned
63216at7147	OZ287662.1	27372229.0	db1a	assigned
63216at7147	OZ287662.1	27333867.0	db1a	assigned
63216at7147	OZ287662.1	27340292.0	db1a	assigned
63216at7147	OZ287662.1	27347205.0	db1a	assigned
63216at7147	OZ287662.1	27392408.0	db1a	assigned
63216at7147	OZ287662.1	27275535.0	db1a	assigned
63216at7147	OZ287662.1	27282027.0	db1a	assigned
63216at7147	OZ287662.1	27288519.0	db1a	assigned
63216at7147	OZ287662.1	27295002.0	db1a	assigned
63216at7147	OZ287662.1	27301492.0	db1a	assigned
63216at7147	OZ287662.1	27307975.0	db1a	assigned
63216at7147	OZ287662.1	27314465.0	db1a	assigned
63216at7147	OZ287662.1	27320948.0	db1a	assigned
63216at7147	OZ287662.1	27327438.0	db1a	assigned
63229at7147	OZ287664.1	20391605.5	db2b	assigned
63235at7147	OZ287664.1	14416976.5	db2b	assigned
63274at7147	OZ287662.1	4643930.5	db1a	assigned
63282at7147	OZ287663.1	102193136.0	db5	assigned
63287at7147	OZ287664.1	13578255.5	db2b	assigned
63303at7147	OZ287664.1	102893817.0	db1b	assigned
63321at7147	OZ287662.1	4384948.5	db1a	assigned
63323at7147	OZ287664.1	24922692.5	db2b	assigned
63332at7147	OZ287665.1	1872885.5	db6	assigned
63341at7147	OZ287660.1	13205112.5	db4a	assigned
63354at7147	OZ287660.1	54309353.0	db4a	assigned
63370at7147	OZ287662.1	21956048.5	db1a	assigned
63383at7147	OZ287663.1	16457845.0	db5	assigned
63388at7147	OZ287660.1	36428428.5	db4a	assigned
63447at7147	OZ287664.1	96236393.5	db3a	assigned
63447at7147	OZ287664.1	96321469.5	db3a	assigned
63462at7147	OZ287662.1	18380461.0	db1a	assigned
63476at7147	OZ287661.1	5230457.0	db4b	assigned
63492at7147	OZ287660.1	82502169.0	db3a	assigned
63508at7147	OZ287662.1	48289736.0	db2b	assigned
63515at7147	OZ287664.1	64578352.5	db1b	assigned
63517at7147	OZ287663.1	26072755.0	db5	assigned
63536at7147	OZ287663.1	4737032.5	db5	assigned
63539at7147	OZ287660.1	103878146.5	db3a	assigned
63540at7147	OZ287661.1	118761619.5	db4b	assigned
63541at7147	OZ287664.1	106524352.5	NA	unassigned
63569at7147	OZ287663.1	100807119.5	db5	assigned
63580at7147	OZ287663.1	21135781.0	db5	assigned
63582at7147	OZ287662.1	112524517.0	db3b	assigned
63583at7147	OZ287664.1	104610217.0	db1b	assigned
63585at7147	OZ287660.1	161917783.0	db3a	assigned
63597at7147	OZ287661.1	10131540.0	db4b	assigned
63607at7147	OZ287661.1	123242899.0	db4b	assigned
63633at7147	OZ287663.1	107690709.5	db5	assigned
63635at7147	OZ287664.1	99424483.5	db1b	assigned
63639at7147	OZ287660.1	47646246.0	db4a	assigned
63650at7147	OZ287663.1	22914879.0	db5	assigned
63652at7147	OZ287661.1	4987239.0	db2b	assigned
63658at7147	OZ287662.1	1678024.0	db1a	assigned
63670at7147	OZ287660.1	131208175.5	db4a	assigned
63672at7147	OZ287661.1	3798703.5	db3b	assigned
63673at7147	OZ287660.1	129023026.0	db3a	assigned
63677at7147	OZ287662.1	65194035.0	db1a	assigned
63691at7147	OZ287664.1	102519457.0	db2b	assigned
63704at7147	OZ287660.1	83346463.0	db1a	assigned
63716at7147	OZ287663.1	4639377.0	db5	assigned
63722at7147	OZ287662.1	12301328.0	db1a	assigned
63723at7147	OZ287662.1	8364933.0	db1a	assigned
63727at7147	OZ287660.1	89333235.5	db3a	assigned
63748at7147	OZ287660.1	145437565.5	db1b	assigned
63777at7147	OZ287661.1	11298017.5	db3b	assigned
63804at7147	OZ287661.1	10574386.5	db4b	assigned
63806at7147	OZ287663.1	85139554.5	db5	assigned
63808at7147	OZ287664.1	60038567.0	db4a	assigned
63826at7147	OZ287664.1	87518828.0	db1b	assigned
63829at7147	OZ287660.1	11725363.5	db4a	assigned
63836at7147	OZ287662.1	25625979.0	db1a	assigned
63838at7147	OZ287661.1	51468832.5	db3b	assigned
63890at7147	CBFGKS010000250.1	2869.5	db1a	assigned
63890at7147	OZ287662.1	7374848.5	db1a	assigned
63892at7147	OZ287663.1	58834168.0	db5	assigned
63904at7147	OZ287661.1	21895304.0	db3b	assigned
63905at7147	OZ287663.1	3445802.0	db6	assigned
63921at7147	OZ287662.1	51673111.5	db1a	assigned
63923at7147	OZ287664.1	5470335.0	db2b	assigned
63928at7147	OZ287662.1	105148895.0	db2a	assigned
63940at7147	OZ287664.1	71387380.0	db1b	assigned
63942at7147	OZ287663.1	4420215.5	db4a	assigned
63959at7147	OZ287660.1	5561011.0	db4a	assigned
64014at7147	OZ287662.1	118754338.5	db2a	assigned
64036at7147	OZ287660.1	119506591.0	db3a	assigned
64043at7147	OZ287662.1	2392961.0	db1a	assigned
64050at7147	OZ287660.1	131821874.0	db3a	assigned
64084at7147	OZ287661.1	119018337.5	db4b	assigned
64129at7147	OZ287662.1	4590628.0	db1a	assigned
64130at7147	OZ287660.1	78444742.5	NA	unassigned
64158at7147	OZ287660.1	35197840.0	db3a	assigned
64161at7147	OZ287663.1	4926476.5	db4a	assigned
64167at7147	OZ287660.1	109311816.0	NA	unassigned
64173at7147	OZ287663.1	86691142.5	db5	assigned
64183at7147	OZ287660.1	83374365.5	NA	unassigned
64192at7147	OZ287664.1	102715387.5	db1b	assigned
64195at7147	OZ287661.1	52741558.0	db3b	assigned
64216at7147	OZ287663.1	100718597.0	db1a	assigned
64272at7147	OZ287661.1	29815509.0	db4b	assigned
64274at7147	OZ287661.1	106231030.0	db3b	assigned
64278at7147	OZ287661.1	120067730.5	db4b	assigned
64323at7147	OZ287662.1	100421403.5	db2a	assigned
64333at7147	OZ287660.1	9610995.0	db3b	assigned
64346at7147	OZ287663.1	24650983.5	db4a	assigned
64351at7147	OZ287660.1	95798420.0	db3a	assigned
64374at7147	OZ287660.1	5814371.5	db4a	assigned
64379at7147	OZ287662.1	6012822.0	db1a	assigned
64380at7147	OZ287660.1	26530066.5	db4a	assigned
64411at7147	OZ287661.1	12469076.0	db3b	assigned
64413at7147	OZ287660.1	158723916.0	db3a	assigned
64440at7147	OZ287660.1	2518419.0	db4a	assigned
64472at7147	OZ287660.1	85326419.5	db6	assigned
64480at7147	OZ287660.1	131411796.0	db4a	assigned
64503at7147	OZ287662.1	115951928.0	db2a	assigned
64505at7147	OZ287662.1	47185461.5	db5	assigned
64516at7147	OZ287664.1	15040249.5	db2b	assigned
64519at7147	OZ287661.1	100838999.5	db3b	assigned
64630at7147	OZ287664.1	3228693.0	db2b	assigned
64636at7147	OZ287661.1	119475214.5	db4b	assigned
64639at7147	OZ287660.1	18416090.5	db4a	assigned
64696at7147	OZ287661.1	100901973.5	db3a	assigned
64707at7147	OZ287662.1	25609800.5	db2a	assigned
64717at7147	OZ287662.1	33743499.5	db1a	assigned
64757at7147	OZ287661.1	118547126.0	db4b	assigned
64809at7147	OZ287662.1	118290041.0	db2a	assigned
64810at7147	OZ287660.1	138034748.5	db3a	assigned
64833at7147	OZ287663.1	8678811.0	db5	assigned
64850at7147	OZ287662.1	16053989.5	db1a	assigned
64887at7147	OZ287660.1	24149304.0	db4a	assigned
64935at7147	OZ287662.1	115805278.5	db1a	assigned
64947at7147	OZ287664.1	103684698.0	db1b	assigned
64968at7147	OZ287660.1	116231646.0	db3a	assigned
64974at7147	OZ287661.1	14755621.5	db4b	assigned
64993at7147	OZ287660.1	26513706.5	NA	unassigned
65003at7147	OZ287664.1	11100584.0	db2b	assigned
65007at7147	OZ287663.1	106463880.0	db5	assigned
65008at7147	OZ287661.1	9989970.0	db1a	assigned
65012at7147	OZ287664.1	57391667.5	db1b	assigned
65038at7147	OZ287663.1	97791262.0	db5	assigned
65041at7147	OZ287660.1	131587949.5	db3a	assigned
65054at7147	OZ287661.1	97066087.5	db4b	assigned
65076at7147	OZ287661.1	13247052.0	db3b	assigned
65081at7147	OZ287663.1	110070263.5	db5	assigned
65131at7147	OZ287663.1	96505008.5	db5	assigned
65138at7147	OZ287661.1	107790849.5	db3b	assigned
65138at7147	OZ287661.1	107691707.5	db3b	assigned
65151at7147	OZ287661.1	3650320.5	db3b	assigned
65157at7147	OZ287662.1	9342911.5	db1a	assigned
65169at7147	OZ287663.1	6193717.0	db4a	assigned
65184at7147	OZ287662.1	4309738.5	db1a	assigned
65194at7147	OZ287660.1	36844066.5	db5	assigned
65195at7147	OZ287664.1	14335919.5	db2b	assigned
65213at7147	OZ287663.1	29952062.0	db4b	assigned
65217at7147	OZ287661.1	10632099.5	db3b	assigned
65232at7147	OZ287660.1	111820679.0	db3a	assigned
65291at7147	OZ287662.1	87065076.0	db2a	assigned
65323at7147	OZ287660.1	96950318.5	db3a	assigned
65343at7147	OZ287664.1	96456570.0	db1b	assigned
65369at7147	OZ287664.1	92658116.5	db4a	assigned
65376at7147	OZ287660.1	145194882.0	db3a	assigned
65380at7147	OZ287660.1	119485030.0	db3a	assigned
65385at7147	OZ287660.1	12598162.5	db4a	assigned
65399at7147	OZ287661.1	122208361.0	db4b	assigned
65433at7147	OZ287661.1	11660182.5	db3b	assigned
65476at7147	OZ287662.1	7334085.0	db1a	assigned
65478at7147	OZ287662.1	43477298.5	db1a	assigned
65485at7147	OZ287660.1	10174916.5	db4a	assigned
65490at7147	OZ287663.1	110048961.0	db5	assigned
65503at7147	OZ287664.1	829321.0	db2b	assigned
65523at7147	OZ287661.1	19986341.5	db3b	assigned
65536at7147	OZ287663.1	50582853.0	db5	assigned
65537at7147	OZ287660.1	159553980.5	db3a	assigned
65550at7147	OZ287662.1	5950961.5	db1a	assigned
65559at7147	OZ287663.1	24658244.5	db5	assigned
65561at7147	OZ287663.1	3014568.5	db5	assigned
65571at7147	OZ287664.1	63827646.5	db1b	assigned
65599at7147	OZ287663.1	23326290.5	db5	assigned
65602at7147	OZ287661.1	97320746.5	db4b	assigned
65643at7147	OZ287660.1	147913531.0	NA	unassigned
65654at7147	OZ287661.1	111906153.5	db2b	assigned
65656at7147	OZ287663.1	23733952.5	db5	assigned
65657at7147	OZ287664.1	100928856.0	db1b	assigned
65687at7147	OZ287663.1	95943685.0	db5	assigned
65711at7147	OZ287664.1	14635554.5	db2b	assigned
65727at7147	OZ287661.1	97572966.0	db2b	assigned
65754at7147	OZ287661.1	46223474.5	db3b	assigned
65766at7147	OZ287664.1	8158365.5	db2a	assigned
65784at7147	OZ287663.1	16929605.0	db5	assigned
65801at7147	OZ287662.1	20424861.0	db3b	assigned
65808at7147	OZ287664.1	25387662.0	db2b	assigned
65830at7147	OZ287663.1	96844827.5	db5	assigned
65834at7147	OZ287661.1	116480470.0	db4b	assigned
65844at7147	OZ287661.1	110348438.0	db4b	assigned
65866at7147	OZ287664.1	94520075.5	db1b	assigned
65892at7147	OZ287663.1	87772135.0	db5	assigned
65894at7147	OZ287662.1	27159238.0	db1a	assigned
65934at7147	OZ287664.1	82266302.5	db1b	assigned
65939at7147	OZ287662.1	19310932.0	db3b	assigned
65956at7147	OZ287664.1	95058374.0	db1b	assigned
65972at7147	OZ287663.1	55618937.0	db4b	assigned
65973at7147	OZ287664.1	16435176.0	db2b	assigned
65990at7147	OZ287662.1	25794511.0	db1a	assigned
65992at7147	OZ287661.1	20178403.0	db3b	assigned
66000at7147	OZ287660.1	32616152.0	db4a	assigned
66007at7147	OZ287661.1	61828511.5	db3b	assigned
66020at7147	OZ287660.1	15736070.0	db4a	assigned
66030at7147	OZ287662.1	94050948.0	db2a	assigned
66044at7147	OZ287662.1	10143211.5	db1a	assigned
66048at7147	OZ287661.1	106411459.5	db3b	assigned
66053at7147	OZ287660.1	57525145.5	db4a	assigned
66055at7147	OZ287663.1	25785390.5	db5	assigned
66066at7147	OZ287660.1	18907101.0	db5	assigned
66069at7147	OZ287661.1	2280543.5	NA	unassigned
66108at7147	OZ287664.1	26863999.5	db2b	assigned
66139at7147	OZ287660.1	37827954.0	db1b	assigned
66177at7147	OZ287664.1	103966043.0	db1b	assigned
66196at7147	OZ287663.1	78394392.0	db5	assigned
66209at7147	OZ287664.1	17507608.0	db2b	assigned
66213at7147	OZ287664.1	74043787.5	db1b	assigned
66225at7147	OZ287664.1	106518601.0	db2b	assigned
66228at7147	OZ287661.1	3082906.5	db3b	assigned
66230at7147	OZ287664.1	32819098.0	db2b	assigned
66243at7147	OZ287663.1	50275212.0	db5	assigned
66247at7147	OZ287664.1	98187369.0	db1b	assigned
66302at7147	OZ287662.1	111243408.5	db2a	assigned
66326at7147	OZ287664.1	597177.0	db2b	assigned
66330at7147	OZ287664.1	8936508.5	db2b	assigned
66341at7147	OZ287664.1	103019390.5	db1b	assigned
66348at7147	OZ287661.1	100937069.0	db3a	assigned
66352at7147	OZ287664.1	67255300.5	db1b	assigned
66361at7147	OZ287664.1	15166626.5	NA	unassigned
66364at7147	OZ287661.1	48667079.0	db3b	assigned
66373at7147	OZ287663.1	99388660.0	db5	assigned
66402at7147	OZ287662.1	100612706.5	db2a	assigned
66414at7147	OZ287660.1	154342947.0	db3a	assigned
66457at7147	OZ287660.1	36056223.0	db3a	assigned
66475at7147	OZ287660.1	6138829.5	db4a	assigned
66491at7147	OZ287662.1	114950557.5	db2a	assigned
66510at7147	OZ287663.1	99084365.5	db5	assigned
66514at7147	OZ287660.1	129759328.5	db3a	assigned
66515at7147	OZ287662.1	3249127.0	db1a	assigned
66519at7147	OZ287662.1	118407185.5	db2a	assigned
66523at7147	OZ287662.1	101192292.5	db2a	assigned
66525at7147	OZ287661.1	106254994.0	db1b	assigned
66538at7147	OZ287661.1	93003709.5	db3b	assigned
66557at7147	OZ287660.1	83314467.0	db1b	assigned
66567at7147	OZ287663.1	31224159.5	db3a	assigned
66590at7147	OZ287660.1	157435331.5	db6	assigned
66606at7147	OZ287660.1	161461209.5	db4b	assigned
66607at7147	OZ287661.1	108139075.0	db2b	assigned
66610at7147	OZ287664.1	93606966.5	db1b	assigned
66632at7147	OZ287664.1	71356903.5	db1b	assigned
66633at7147	OZ287660.1	86982095.0	db5	assigned
66640at7147	OZ287664.1	663042.5	db2b	assigned
66649at7147	OZ287660.1	5883757.5	db4a	assigned
66702at7147	OZ287660.1	108449769.0	db3a	assigned
66704at7147	OZ287661.1	65356303.0	db1b	assigned
66707at7147	OZ287664.1	105175691.0	db1b	assigned
66719at7147	OZ287662.1	10093219.5	db1a	assigned
66722at7147	OZ287662.1	53364989.0	db1a	assigned
66740at7147	OZ287664.1	39133711.5	db1b	assigned
66744at7147	OZ287662.1	4944339.5	db1a	assigned
66757at7147	OZ287661.1	5462762.5	db3b	assigned
66761at7147	OZ287664.1	103875086.5	db1b	assigned
66787at7147	OZ287661.1	122060316.0	db1b	assigned
66795at7147	OZ287664.1	72850279.0	db1b	assigned
66810at7147	OZ287664.1	88662809.0	db1b	assigned
66846at7147	OZ287663.1	34269394.5	db5	assigned
66848at7147	OZ287663.1	32166359.5	db5	assigned
66869at7147	OZ287661.1	103987795.5	NA	unassigned
66893at7147	OZ287662.1	8227952.5	db4a	assigned
66927at7147	OZ287660.1	113731011.0	db3a	assigned
66929at7147	OZ287661.1	57897610.0	db2b	assigned
66948at7147	OZ287664.1	44159807.5	db1b	assigned
66956at7147	OZ287662.1	37528691.0	NA	unassigned
66984at7147	OZ287660.1	54892801.0	db4a	assigned
66992at7147	OZ287662.1	32803389.5	db1a	assigned
66994at7147	OZ287663.1	104135093.0	db5	assigned
66998at7147	OZ287664.1	107338350.0	db1b	assigned
66999at7147	OZ287663.1	80803627.0	db5	assigned
67006at7147	OZ287663.1	30295815.0	db5	assigned
67025at7147	OZ287660.1	161727226.5	db3a	assigned
67026at7147	OZ287660.1	16014803.0	db4a	assigned
67045at7147	OZ287660.1	30623808.0	db3a	assigned
67052at7147	OZ287661.1	114494909.5	db4b	assigned
67093at7147	OZ287662.1	21235425.0	db1a	assigned
67112at7147	OZ287662.1	58031388.0	db1a	assigned
67114at7147	OZ287663.1	3441890.0	db5	assigned
67133at7147	OZ287662.1	102355400.0	db1b	assigned
67170at7147	OZ287660.1	110169414.5	db3a	assigned
67176at7147	OZ287662.1	10132828.5	db4a	assigned
67195at7147	OZ287661.1	7321103.5	NA	unassigned
67222at7147	OZ287660.1	37303249.5	db4a	assigned
67224at7147	OZ287664.1	106576192.0	db1b	assigned
67233at7147	OZ287664.1	26942903.0	db2b	assigned
67239at7147	OZ287664.1	99025307.0	db1b	assigned
67287at7147	OZ287664.1	5252036.0	db1b	assigned
67335at7147	OZ287660.1	129627000.5	db3a	assigned
67337at7147	OZ287660.1	18900523.0	db4a	assigned
67347at7147	OZ287660.1	129895435.0	db3a	assigned
67359at7147	OZ287662.1	110969994.5	db2a	assigned
67366at7147	OZ287662.1	35479029.0	db1a	assigned
67422at7147	OZ287660.1	51552333.5	db4a	assigned
67423at7147	OZ287664.1	63811507.5	db1b	assigned
67442at7147	OZ287663.1	59117861.0	db2b	assigned
67451at7147	OZ287660.1	18998530.0	db4a	assigned
67469at7147	OZ287664.1	14404168.0	db2b	assigned
67489at7147	OZ287664.1	75502962.0	db1b	assigned
67498at7147	OZ287662.1	53772914.0	db1a	assigned
67520at7147	OZ287664.1	37120281.5	db2b	assigned
67523at7147	OZ287664.1	97315781.0	db1b	assigned
67559at7147	OZ287662.1	43343683.5	db1a	assigned
67592at7147	OZ287664.1	86203153.5	db1b	assigned
67622at7147	OZ287663.1	38908794.5	db5	assigned
67636at7147	OZ287663.1	84195311.5	db5	assigned
67639at7147	OZ287660.1	96696615.0	db1b	assigned
67641at7147	OZ287661.1	13460088.0	db3b	assigned
67644at7147	OZ287661.1	120887186.5	db4b	assigned
67659at7147	OZ287661.1	60269135.0	db4b	assigned
67705at7147	OZ287664.1	95153605.0	NA	unassigned
67706at7147	OZ287663.1	10285312.0	db5	assigned
67770at7147	OZ287663.1	5051786.0	db5	assigned
67773at7147	OZ287663.1	96086414.5	db5	assigned
67779at7147	OZ287660.1	57145505.0	db4a	assigned
67785at7147	OZ287662.1	1737613.0	db1a	assigned
67830at7147	OZ287664.1	1524898.5	db2b	assigned
67845at7147	OZ287661.1	122925048.0	db4b	assigned
67858at7147	OZ287662.1	92279629.5	db2a	assigned
67866at7147	OZ287660.1	115029878.0	db3a	assigned
67875at7147	OZ287662.1	16005338.0	db1a	assigned
67899at7147	OZ287662.1	37171743.0	db1a	assigned
67901at7147	OZ287661.1	18265927.0	db3b	assigned
67909at7147	OZ287664.1	103788717.5	db1b	assigned
67940at7147	OZ287661.1	70709187.0	db5	assigned
67941at7147	OZ287663.1	99126636.0	db5	assigned
67949at7147	OZ287660.1	105326507.0	db3a	assigned
67989at7147	OZ287660.1	109924810.5	db3a	assigned
68004at7147	OZ287660.1	129870862.0	db3a	assigned
68008at7147	OZ287662.1	114186151.5	db1a	assigned
68020at7147	OZ287664.1	101203383.5	db1b	assigned
68038at7147	OZ287663.1	92969559.5	db5	assigned
68052at7147	OZ287664.1	13404094.0	db4a	assigned
68061at7147	OZ287662.1	22810221.0	db1a	assigned
68075at7147	OZ287661.1	27964954.0	db4b	assigned
68082at7147	OZ287661.1	122488729.5	db4b	assigned
68192at7147	OZ287662.1	101264053.0	db2a	assigned
68207at7147	OZ287664.1	95762208.5	db1b	assigned
68209at7147	OZ287664.1	102888570.0	db1b	assigned
68211at7147	OZ287664.1	8142010.5	db2b	assigned
68224at7147	OZ287661.1	108481581.0	db4b	assigned
68227at7147	OZ287660.1	11153361.0	db4a	assigned
68228at7147	OZ287664.1	75551045.0	db1b	assigned
68238at7147	OZ287662.1	1758120.5	db1a	assigned
68266at7147	OZ287664.1	86182924.5	db1b	assigned
68267at7147	OZ287660.1	1524590.5	db4a	assigned
68270at7147	OZ287662.1	4474079.0	db1a	assigned
68278at7147	OZ287662.1	98659972.5	db2a	assigned
68288at7147	OZ287661.1	102711057.0	db4b	assigned
68292at7147	OZ287664.1	93482065.0	db4b	assigned
68362at7147	OZ287660.1	36166542.0	db4a	assigned
68373at7147	OZ287661.1	96016710.5	db4b	assigned
68398at7147	OZ287663.1	15559672.0	db5	assigned
68399at7147	OZ287661.1	27841103.5	db4b	assigned
68417at7147	OZ287661.1	43148938.0	db3b	assigned
68421at7147	OZ287661.1	109532709.0	db1b	assigned
68422at7147	OZ287664.1	105021449.5	db1b	assigned
68458at7147	OZ287661.1	10170896.0	db4b	assigned
68459at7147	OZ287663.1	38924801.0	db5	assigned
68482at7147	OZ287661.1	45526877.5	db3b	assigned
68528at7147	OZ287660.1	14082391.0	db4a	assigned
68535at7147	OZ287660.1	95244138.0	db3a	assigned
68567at7147	OZ287660.1	108964666.0	db3a	assigned
68571at7147	OZ287664.1	12851368.0	db2b	assigned
68595at7147	OZ287660.1	23369755.5	db4a	assigned
68596at7147	OZ287664.1	54969035.5	db1b	assigned
68613at7147	OZ287661.1	62318191.5	db3b	assigned
68623at7147	OZ287663.1	27261657.0	db5	assigned
68624at7147	OZ287662.1	25684794.5	NA	unassigned
68649at7147	OZ287661.1	50966272.5	db3b	assigned
68670at7147	OZ287663.1	64915531.0	db3b	assigned
68696at7147	OZ287660.1	160307625.0	db3a	assigned
68714at7147	OZ287660.1	12556187.5	db4a	assigned
68717at7147	OZ287662.1	96827146.5	db2a	assigned
68729at7147	OZ287660.1	158711246.5	db3a	assigned
68758at7147	OZ287663.1	3512399.0	db5	assigned
68762at7147	OZ287661.1	117873520.5	db4b	assigned
68784at7147	OZ287664.1	97536323.0	db1b	assigned
68803at7147	OZ287660.1	87052702.5	db2b	assigned
68850at7147	OZ287660.1	22274846.5	db5	assigned
68865at7147	OZ287664.1	22708564.0	db2b	assigned
68886at7147	OZ287662.1	1810018.0	db1a	assigned
68897at7147	OZ287660.1	155766161.0	db3a	assigned
68930at7147	OZ287660.1	109242855.5	db3a	assigned
68959at7147	OZ287663.1	99237522.0	db5	assigned
68972at7147	OZ287662.1	90247799.0	db2a	assigned
68995at7147	OZ287660.1	32774521.5	db4a	assigned
69002at7147	OZ287661.1	41510367.5	db3b	assigned
69007at7147	OZ287662.1	105696107.0	db1a	assigned
69010at7147	OZ287661.1	122850818.0	NA	unassigned
69011at7147	OZ287664.1	23903479.0	db2b	assigned
69017at7147	OZ287661.1	7248367.5	db3b	assigned
69019at7147	OZ287661.1	108905469.5	db4b	assigned
69053at7147	OZ287662.1	67978190.0	db1a	assigned
69060at7147	OZ287664.1	74265551.0	db1b	assigned
69070at7147	OZ287660.1	71072717.5	db3a	assigned
69073at7147	OZ287661.1	32769740.0	db3b	assigned
69074at7147	OZ287660.1	106683074.5	db4b	assigned
69075at7147	OZ287660.1	36877837.5	db4b	assigned
69079at7147	OZ287661.1	111605616.5	db4b	assigned
69085at7147	OZ287661.1	28737849.0	db4b	assigned
69092at7147	OZ287660.1	69839126.0	NA	unassigned
69110at7147	OZ287663.1	9127031.5	db5	assigned
69132at7147	OZ287662.1	23365032.0	db1a	assigned
69149at7147	OZ287662.1	114236199.0	db2a	assigned
69164at7147	OZ287663.1	20304397.0	db5	assigned
69166at7147	OZ287662.1	33965517.0	db1a	assigned
69182at7147	OZ287660.1	121661750.0	db3a	assigned
69184at7147	OZ287664.1	63640368.0	db1b	assigned
69191at7147	OZ287662.1	25580956.0	db1a	assigned
69198at7147	OZ287660.1	116895362.5	db3a	assigned
69219at7147	OZ287661.1	18259579.0	db3b	assigned
69243at7147	OZ287663.1	53166103.5	db5	assigned
69246at7147	OZ287660.1	33854366.5	db3a	assigned
69261at7147	OZ287661.1	108405461.5	db4b	assigned
69265at7147	OZ287663.1	24643149.5	NA	unassigned
69310at7147	OZ287662.1	22751289.0	NA	unassigned
69313at7147	OZ287661.1	117152503.5	db4b	assigned
69326at7147	OZ287662.1	115307530.5	db1a	assigned
69357at7147	OZ287661.1	68195227.0	db6	assigned
69362at7147	OZ287663.1	13774974.5	db5	assigned
69376at7147	OZ287663.1	84647689.0	db5	assigned
69379at7147	OZ287661.1	25256730.5	db4b	assigned
69384at7147	OZ287662.1	4060809.5	db1a	assigned
69398at7147	OZ287660.1	133342583.5	db3a	assigned
69404at7147	OZ287661.1	13926615.0	db3b	assigned
69478at7147	OZ287660.1	108942733.5	db3a	assigned
69480at7147	OZ287662.1	5970916.0	db2a	assigned
69502at7147	OZ287662.1	11897174.5	db1a	assigned
69547at7147	OZ287664.1	106078131.5	db1b	assigned
69554at7147	OZ287664.1	63621666.0	db1b	assigned
69556at7147	OZ287660.1	54440726.0	db4a	assigned
69557at7147	OZ287661.1	46285296.0	db3b	assigned
69560at7147	OZ287662.1	57878713.5	db1a	assigned
69582at7147	OZ287664.1	89759809.5	db1b	assigned
69590at7147	OZ287664.1	24201595.0	db2b	assigned
69591at7147	OZ287661.1	108362259.5	db4b	assigned
69602at7147	OZ287663.1	32173906.5	db5	assigned
69608at7147	OZ287664.1	103691787.5	db1b	assigned
69617at7147	OZ287663.1	110360522.0	db5	assigned
69661at7147	OZ287663.1	29448365.5	db5	assigned
69668at7147	OZ287660.1	26720922.0	db4a	assigned
69674at7147	OZ287662.1	157524.5	db1a	assigned
69699at7147	OZ287661.1	4916458.0	db3b	assigned
69706at7147	OZ287660.1	5623753.5	db4a	assigned
69709at7147	OZ287661.1	51876231.5	db4b	assigned
69712at7147	OZ287664.1	101857914.5	db2b	assigned
69744at7147	OZ287662.1	117587506.0	NA	unassigned
69759at7147	OZ287664.1	4188264.5	db2b	assigned
69769at7147	OZ287664.1	80289082.0	db1b	assigned
